tipo_servico,canal_atendimento,faixa_etaria,tempo_espera,qualidade_percebida,preco_pago,atendimento_resolutivo,nps,tempo_resposta,isc
Premium,Presencial,51+,"12,30792767","6,369610634","47,67512619",Sim,"6,348079177","4,721437241","45,40116228"
Básico,Telefone,26-35,"19,25938957","5,995699167","57,59448999",Não,"6,52722357","3,233040294","38,01424789"
Intermediário,Chat,26-35,"12,09331823","6,574495552","58,06365334",Sim,10,"2,375369827","54,00861688"
Intermediário,E-mail,26-35,"9,473150651","3,828715708","29,58515162",Sim,"3,831060727","2,542817354","50,64814869"
Básico,Chat,36-50,"11,84494099","7,32966759","69,16129474",Não,"6,864991995","4,86440229","52,44330035"
Intermediário,Telefone,26-35,"10,36509483","8,821647221","63,88478705",Sim,"7,802510483","3,325233153","53,78177818"
Básico,E-mail,18-25,"1,813310104","7,791998994","60,60424224",Sim,"7,019317705","5,14151934","58,58986428"
Básico,Telefone,36-50,"14,1758757","9,194765305","60,72788726",Sim,"5,610845359","2,219630696","39,89245709"
Intermediário,Telefone,26-35,"7,42720578","6,98322324","51,11260227",Sim,"7,416119482","4,02025729","42,10128758"
Básico,Presencial,26-35,"9,245170647","4,064810567","32,6224915",Sim,"6,11797001","1,913980564","50,0049627"
Básico,E-mail,26-35,"11,31521788","6,232211046","47,55724508",Sim,"5,278583641","2,705519112","41,19065803"
Premium,Telefone,26-35,"10,20085678","6,145654926","49,53632458",Sim,"6,480832932","4,361482776","49,52925342"
Premium,Presencial,36-50,"11,91025934","8,457560714","62,09022346",Sim,"6,862933455","3,684102567","47,45827386"
Premium,E-mail,26-35,"8,932563357","7,932572909","65,63246905",Sim,"6,553998877","3,408123545","58,28595219"
Básico,Telefone,18-25,"2,19683311","9,52915792","76,76653967",Sim,"8,864382033","4,40905362","58,0729211"
Premium,Presencial,51+,"11,9190327","6,562662111","54,44143521",Sim,"8,351575954","4,681213392","50,67898597"
Básico,Presencial,26-35,"6,823753867","8,23617034","64,67299359",Sim,"8,182019641","3,327218019","52,14786937"
Básico,Chat,26-35,"11,87659507","6,487884221","55,67899127",Sim,"5,174778263","3,085041871","40,80090508"
Intermediário,Presencial,18-25,"9,203326453","6,145800173","53,20278345",Sim,"8,293378281","2,749102279","49,72605122"
Intermediário,Presencial,51+,"8,993393665","7,614545023","64,77943544",Sim,"6,605809463","3,098685918","63,44872025"
Intermediário,Presencial,26-35,"14,09701714","5,746318741","45,11639272",Sim,"8,191635147","2,622748537","46,24583502"
Básico,Presencial,26-35,"11,89065671","8,605770151","68,40645832",Não,"7,210187762","1,604392251","43,69919359"
Premium,Telefone,18-25,"10,40447467","7,53315084","54,11426282",Sim,"5,612826824","2,661802063","49,822292"
Intermediário,Chat,36-50,"10,96739564","6,785532667","53,7470731",Sim,"6,893711262","2,318901817","50,34576934"
Intermediário,E-mail,18-25,"14,7740617","5,904056144","53,60258253",Sim,"5,400280008","2,955846938","46,92473516"
Intermediário,Telefone,36-50,"14,0837994","5,486234858","44,78570541",Sim,"5,859392971","2,310174253","47,52732365"
Básico,E-mail,26-35,"3,864022567","3,28062222","29,48015815",Sim,"9,898834804","1,978322059","46,49830536"
Básico,Presencial,18-25,"14,21632241","7,866547094","63,02312063",Sim,"9,320107701","2,584590608","51,64795797"
Premium,Chat,51+,"14,64785236","6,482320842","50,30346182",Sim,"5,663427224","3,389317942","45,25675027"
Básico,Chat,18-25,"8,704643135","6,086810875","49,40355083",Sim,"5,524081906","2,588520049","47,26830824"
Intermediário,Presencial,36-50,"9,749502709","8,492897346","67,65832607",Não,"8,918093846","1,575769083","50,31862029"
Básico,E-mail,51+,"13,47846861",10,"75,14822287",Não,"6,475967781","3,741060317","40,90541837"
Básico,Presencial,18-25,"12,56442309","6,95500355","55,0491817",Sim,"7,17214991","2,025470889","48,83858574"
Intermediário,E-mail,26-35,"14,77249382","7,290401227","52,93017493",Sim,"6,374728117","0,7259982825","45,6647687"
Intermediário,Presencial,18-25,"10,74837263","8,293257786","56,15645063",Não,"8,859162735","2,868757039","48,41202096"
Intermediário,Chat,26-35,"5,582731245","9,425757883","80,93900137",Não,"7,08267458","2,761546677","54,53097877"
Intermediário,E-mail,51+,"6,389751585","7,353666319","65,78371491",Sim,"6,024416919","2,992958976","56,88162711"
Intermediário,Chat,18-25,"7,485445729","6,89804504","62,94216728",Sim,"8,227958783","0,5","59,03845669"
Intermediário,Presencial,18-25,"3,561816637","7,145106209","52,31076938",Não,"8,388587137","2,213651679","53,01066323"
Intermediário,Telefone,36-50,"6,17603229","7,270135992","59,70405915",Sim,"7,503666881","0,5","58,92087906"
Intermediário,E-mail,26-35,"10,856767","7,532895124","59,07902351",Sim,"9,533821646","2,044347075","55,12854141"
Básico,Chat,36-50,"12,17274333","5,936132077","47,53530224",Sim,"5,683666399","3,474993468","45,83565049"
Intermediário,Chat,18-25,"12,07409524","6,616485413","51,86541957",Não,"6,110187225","4,166213351","40,10853163"
Intermediário,Chat,51+,"15,10830759","4,416845345","40,86113999",Não,"5,620943072","3,257740431","27,24747931"
Intermediário,Presencial,26-35,"7,15559251","6,680949902","56,39660708",Sim,"8,322252878","2,199171169","56,42159238"
Premium,Chat,18-25,"12,07562469","6,234706592","46,53895811",Sim,"6,429897631","3,348514957","51,46445728"
Básico,Chat,51+,"11,95135109","8,22187292","73,98386769",Sim,"6,021597654","3,194937083","55,16656251"
Premium,E-mail,26-35,"1,955374143","6,924397169","51,26680323",Sim,"0,5346087528","3,293686276","56,05409011"
Premium,Presencial,26-35,"12,00709815","5,577574666","38,56413251",Sim,"6,761362029","1,673111548","47,73952093"
Intermediário,Chat,26-35,"8,44500559","6,201200581","42,52869057",Sim,"6,185724055","2,195708274","48,07971225"
Intermediário,E-mail,26-35,"9,772217221","6,489820683","53,40260353",Sim,10,"2,758097813","50,10036546"
Básico,Telefone,18-25,"11,39158069","5,372790542","40,35906782",Sim,"4,246846713","3,413943723","34,2997537"
Básico,Presencial,26-35,"10,32558581","8,486581098","64,90778513",Não,"8,139534599","3,875947042","39,26374243"
Intermediário,Presencial,26-35,"9,932643614","7,35637781","49,55700967",Sim,"7,641126202","0,6664874684","51,93603535"
Básico,Presencial,51+,"11,12740705","7,669706069","57,25009416",Sim,"6,453557658","3,381418577","46,35380987"
Básico,Presencial,26-35,"5,961923332","4,639505535","36,60005463",Sim,"7,319567343","2,571511067","51,78488545"
Básico,Telefone,36-50,"7,698347997","5,159842174","33,51302374",Sim,"8,252556033","2,416802609","44,15522522"
Básico,Telefone,51+,"13,18103035","6,182249715","43,08862036",Sim,"6,088001173","2,497921175","41,98294325"
Intermediário,E-mail,51+,"10,0839163","8,884641038","64,35997322",Sim,"5,256852339","2,946024915","47,78117582"
Intermediário,E-mail,18-25,"17,15119494","6,442431218","53,79790481",Sim,"5,26919969","2,844805098","37,92039725"
Básico,E-mail,26-35,"14,81172134",,"73,22591908",Sim,"2,123894516","3,034309916","53,03964343"
Básico,Presencial,51+,"11,94146866","7,748842092","55,3583063",Sim,"6,030176847","4,468014101","41,34310222"
Intermediário,Chat,51+,"7,701703392","6,73165767","56,74644821",Não,"6,472730622","2,866118095","49,70454224"
Básico,Chat,18-25,"10,76489891","5,944221646","41,77482765",Sim,"9,208471921","3,18465502","46,05504852"
Básico,Presencial,26-35,"8,592167715","9,036221169","76,99637089",Sim,"7,559631392","2,320096636","61,09362187"
Intermediário,Presencial,51+,"15,58349903",,"61,38204553",Sim,"8,24045875","4,039100894","44,11381237"
Intermediário,Presencial,36-50,"19,80921916","6,963615329","59,5008147",Não,"4,217830722","2,247260669","36,69166821"
Premium,Presencial,26-35,"14,61190583","7,222907389","61,02128042",Não,"7,515658984","2,972514619","45,30823189"
Premium,Presencial,51+,"4,010679202","6,069420342","49,07411799",Sim,"4,871043992","2,313715675","60,55496807"
Intermediário,Presencial,51+,"9,9913252","9,798188431","74,55139746",Não,"7,050761485","3,878468695","45,67255326"
Intermediário,Presencial,51+,"7,061641337","7,880957515","71,20089685",Sim,"9,845040204","3,261881548","55,64336559"
Premium,E-mail,26-35,"9,160806231","8,360034419","72,60633096",Sim,"3,872622496","5,22703703","52,86098803"
Premium,Chat,18-25,"10,28240002","5,505980003","48,49543066",Não,"6,465406427","2,379866503","50,32777904"
Intermediário,Telefone,18-25,"9,826753625","4,670083316","39,68194654",Sim,"6,347824918","4,132395053","46,23680754"
Intermediário,Telefone,51+,"15,0166211","9,950931727","72,05784231",Sim,"7,73495291","2,381315989","53,07134186"
Básico,Telefone,26-35,"15,80187152","7,105817116","45,96848882",Sim,10,"2,161243277","41,87059042"
Intermediário,Chat,18-25,"11,45800687","6,180308978","44,5069184",Não,"2,094881243","2,317539931","35,25793962"
Intermediário,Telefone,26-35,"13,02880139","6,894156467",,Não,"8,833238692","2,128514117","50,11944492"
Premium,Presencial,51+,"7,170950363","6,278725492","49,27698697",Não,"5,082804395","2,449465517","52,86381037"
Intermediário,Telefone,51+,"8,83237866","8,541417743","60,56004291",Não,"6,672843367","3,410294199","40,90344831"
Intermediário,E-mail,51+,"13,54266078","8,063627188","60,24464758",Sim,"8,669094077","1,978922283","50,54954049"
Premium,E-mail,18-25,"18,36663059",10,"85,26097237",Sim,"9,559002997","3,544943138","52,32459183"
Básico,Chat,26-35,"13,73012753","4,9794841","32,38116773",Sim,"9,436708232","2,194257701","51,12514713"
Intermediário,Presencial,26-35,"10,9954015","6,492648033","47,66327202",Sim,10,"4,140466846","42,39189918"
Básico,Telefone,26-35,"13,07516368","7,740678019","58,27449711",Não,"2,335434431","2,691782605","24,98382432"
Premium,E-mail,51+,"14,50528334","9,490865641","75,40992225",Não,"5,39558498","2,778260948","48,79459268"
Intermediário,E-mail,26-35,"14,0115174","5,473142011","36,32887805",Sim,"5,87026356","4,68982217","39,92269692"
Básico,E-mail,51+,"8,79190129","7,030509081","61,09379732",Não,"7,648592675","4,120992462","47,10287562"
Básico,Presencial,36-50,"10,40706348","6,408914566","61,60007186",Sim,"4,655327887","3,817426683","43,92458449"
Básico,Telefone,51+,"3,756777604","4,639676722","38,96280751",Sim,"5,588205406","1,708318244","48,6781616"
Básico,Chat,51+,"6,489643542","5,389034182","42,93866539",Sim,"6,445239941","4,341968902","47,12486379"
Premium,Presencial,36-50,"4,698226924","5,238587447","53,75660706",Sim,"2,850672089","3,756946004","53,41313924"
Básico,E-mail,36-50,"9,508317878","4,307964089","33,2641057",Sim,"7,268144404","1,760133071","45,72925751"
Intermediário,E-mail,36-50,"8,761798783","7,35280444","55,27222053",Não,"6,395503476","1,759366987","43,43081904"
Básico,Telefone,51+,"12,14181263","7,244249896","58,65488925",Sim,"8,48302847","4,48490516","45,82447293"
Intermediário,E-mail,36-50,"12,57876178","8,095167323","69,1020648",Sim,"4,404098177","4,377010903","48,67322502"
Básico,E-mail,51+,"6,709468257","8,884721227","75,34777238",Sim,"6,344869598","3,376801326","51,84959441"
Intermediário,Presencial,26-35,"7,695209247","4,0848555","32,04688843",Sim,"8,756828749","3,364145186","49,97347242"
Premium,Telefone,36-50,"10,55088986","6,374793053","54,4883743",Sim,"2,818833573","4,607696569","44,5711332"
Intermediário,Presencial,18-25,"10,12111394","5,336011577","38,93675101",Sim,"8,004736089","1,480312283","53,74975283"
Intermediário,Telefone,26-35,"11,65731578","7,234474679","61,13834872",Sim,"6,333615142","3,003953126","59,79002783"
Básico,Telefone,18-25,"5,398889069","8,475270033","64,63293338",Não,"3,884831793","2,842523367","53,8646789"
Intermediário,Presencial,26-35,"7,299002524","7,565828418","63,80468984",Sim,"5,027089327","3,447676703","59,41415546"
Premium,Chat,18-25,"12,21454329","6,876646524","55,07229859",Sim,"4,706346591","2,550803875","46,47123924"
Básico,Telefone,36-50,"12,66388088","6,459329083","47,8376093",Sim,"6,948848633","3,54400729","42,04380048"
Intermediário,E-mail,36-50,"9,382582593","7,070339584","57,04035964",Não,"9,661897423","2,983929493","39,85745369"
Básico,Presencial,26-35,"15,93684399","8,280029178","57,87850382",Não,"6,978159529","2,569978081","40,6600674"
Premium,Telefone,51+,"16,80368092","8,362666156","66,83649924",Sim,"5,4219861","4,75138403","42,07917358"
Básico,Presencial,26-35,"7,058911039","7,590950711","58,54767552",Sim,"5,875037113","1,360835966","52,18956463"
Básico,Telefone,36-50,"13,40027906","8,675368755","67,1651494",Sim,"7,434960195","2,975273213","47,79230759"
Intermediário,E-mail,26-35,"14,03132551","7,075846671","53,38156279",Sim,"6,667613291","2,048327864","50,71430896"
Premium,Presencial,51+,"10,20259131","9,202700788","79,58165693",Não,"7,691368325","2,477713529","63,6290257"
Intermediário,E-mail,18-25,"10,51541777","5,49728034","37,52001205",Sim,"6,760031699","4,146443388","46,62429772"
Intermediário,Telefone,51+,"17,38409547","7,410387788","56,62463295",Sim,"6,578554243","4,541000276","42,02368047"
Premium,Chat,51+,"13,5445565","4,279178345","27,56475673",Não,"4,185759521","1,773446426","35,79451933"
Intermediário,Telefone,51+,"10,2564812","7,701898662","58,69889262",Sim,"4,165009283","3,573499313","47,6731724"
Intermediário,Presencial,51+,"12,28204514","3,437591034","22,42784807",Não,"4,527551929","0,8353780517","45,75793315"
Básico,Telefone,36-50,"8,672757888","6,572288127","48,66810904",Sim,"6,400659488","0,5","46,90308256"
Intermediário,Presencial,18-25,"13,55639478","7,117977791","53,6678231",Sim,"6,32416761","2,037238844","46,84013315"
Intermediário,Chat,51+,"12,91072249","7,757767126","58,30287384",Sim,10,"3,172454643","47,38899481"
Básico,Chat,26-35,"21,12124942","6,107524548","52,18333249",Sim,"8,886936081","1,876914291","34,97247088"
Básico,E-mail,51+,"8,791123574","6,154980965","45,90609949",Sim,"8,861642815","2,801128054","58,4059734"
Básico,Presencial,18-25,"8,769939193","7,0723518","52,76739799",Sim,"7,906198967","1,201453425","45,46748914"
Intermediário,Chat,36-50,"2,500235277","6,142668681","49,47552461",Sim,"5,89042384","4,477257515","57,58470231"
Premium,Chat,51+,"14,13517043","7,71461887","62,42131594",Sim,"7,298990013","1,153038071","53,96779605"
Básico,E-mail,18-25,"9,993817425","7,815847799","61,49493151",Sim,"6,334865835","2,289294613","47,79452155"
Básico,Chat,51+,"5,648780879","5,160721369","38,65312737",Sim,"4,663615574","2,55474029","46,85393396"
Premium,Telefone,51+,"6,759811962","6,515180368","56,22365045",Não,"7,145340282","2,03791202","52,09323632"
Básico,Presencial,18-25,"9,631322546","8,860167378","66,19500986",Não,"4,83805004","2,553114124","47,38899709"
Intermediário,Telefone,51+,"8,049343893","6,23260921","56,8415755",Sim,10,"2,382387379","56,3367928"
Intermediário,Telefone,18-25,"7,436492754","6,061924314","49,03790843",Sim,"5,89908697","2,704094976","45,68058999"
Premium,E-mail,51+,"4,647674134","8,452754031","67,3021264",Sim,"6,446531718","1,349291768","60,18316461"
Básico,Presencial,36-50,"6,889983935","5,13278235","35,91730808",Sim,"4,112678397","3,543054955","42,84670481"
Básico,Chat,36-50,"10,23326475","6,393821406","55,22367263",Não,"3,902819701","1,57694287","45,91637707"
Intermediário,Presencial,51+,"6,072765709","6,014346618","40,45184969",Sim,"7,83060608","2,41662589","52,81666908"
Básico,E-mail,26-35,"6,636042538","4,742800462","35,28293822",Sim,"7,541069402","4,02037253","51,36416377"
Básico,Presencial,51+,"4,656547624","6,610852766","54,34499088",Sim,"9,088671583","2,606158103","54,38128173"
Premium,Presencial,18-25,"4,654066497","7,31171478","50,6233412",Sim,"4,8231247","2,918467343","51,04950092"
Intermediário,E-mail,51+,"6,641436319","5,992228976","44,82362295",Não,"5,462049576","2,79364384","47,16747635"
Intermediário,Chat,18-25,"11,62501791","6,850332955","60,70061478",Sim,10,"2,816857411","50,55732542"
Intermediário,Chat,18-25,"10,270026","7,663792033","68,35476306",Sim,"8,147500118","4,427127514","61,54276955"
Intermediário,Chat,51+,"8,086690159","7,316619633","54,39729314",Sim,"6,564551595","4,937137135","39,75532409"
Premium,Presencial,26-35,"14,84949209","6,171187163","56,26391369",Sim,"5,616508542","1,919500008","48,92604018"
Intermediário,Presencial,18-25,"7,720552153","5,764029916","42,71954342",Sim,"5,485014999","3,345471812","43,63060206"
Básico,Telefone,26-35,"11,64744072","7,582401765","68,06380195",Sim,"5,030523826","2,423747343","52,38274236"
Básico,E-mail,36-50,"11,32922146","8,410248594","64,99987521",Sim,"8,19333927","2,53016912","43,19403462"
Intermediário,E-mail,51+,"14,46832976","6,731213365","48,05887053",Sim,"6,128719276","2,59110733","43,18434538"
Intermediário,Presencial,36-50,"14,24089796","5,434143351","54,3274416",Sim,"6,04203064","1,734994681","48,17718928"
Intermediário,E-mail,36-50,"13,74404929","3,488161589","25,36508129",Sim,"4,270329474","2,976565646","33,60196347"
Intermediário,E-mail,26-35,"6,818167382","5,375520477","43,80180056",Sim,10,"3,490516654","49,52397598"
Intermediário,Presencial,36-50,"10,54887562","5,967827525","52,73945575",Sim,"7,324164887","3,518797879","53,84765824"
Premium,Chat,18-25,"7,55766137","8,813501791","72,95425806",Sim,"5,110230717","2,09910947","57,85816619"
Premium,Chat,36-50,"4,13409625","7,270421097","57,31390979",Sim,"6,20085753","3,740964681","56,84880857"
Intermediário,Telefone,51+,"11,2711159","7,474097561","55,50789672",Não,"4,863315642","1,40615656","44,42088864"
Premium,Presencial,26-35,"11,41239319","7,071384926","46,47103889",Sim,"5,661132553","1,511236576","43,95758723"
Básico,Chat,36-50,"4,694199843","5,838068496","49,9912748",Sim,"4,861188174","3,976360767","51,95892596"
Intermediário,E-mail,51+,"16,60427439","7,756612059","61,04051264",Sim,"8,23215151","3,697848467","43,90630551"
